typing_entropy,mouse_entropy,gaze_presence,app_focus,emotion_focus,behavior_class
0.6410668184566736,0.9938691114961844,0.7456269491325059,0.8022668290944233,0.720940067471692,0
0.9278120523142002,0.766149306022416,0.7547931158190073,0.7736730464042391,0.6090170367454528,0
0.9968442499110697,0.8910702664668982,0.9768802112262104,0.887753957052548,0.7831919824984632,0
0.8965789864407048,0.6259893340018451,0.96877779744802,0.9029646957505557,0.7356308082822609,0
0.9672643235773215,0.8429235910115334,0.9362997869621384,0.7249099575962912,0.643654664406436,0
0.17092900008960626,0.2795929714581527,0.390029397372883,0.17736711601703203,0.2873856863464098,1
0.12820759255531813,0.4790575042459762,0.2824706540474909,0.05381265145989617,0.21426493134317726,1
0.6592101117709928,0.8559062656480998,0.9630428536566564,0.8415337037738901,0.6295700978514391,0
0.11330719651924304,0.36851916788222794,0.1872833017739426,0.08394208859319947,0.22229919988010258,1
0.679735621877074,0.6453571343731497,0.9185870766926512,0.9248131468143365,0.8703064070995927,0
0.732609940669491,0.7744341062398612,0.8429147500619825,0.8917358945093761,0.7306730590685897,0
0.014436754101139343,0.021508987933435517,0.062158334682704465,0.8786838021721075,0.0,2
0.03916440851997144,0.04084725543750858,0.034969798465475634,0.9854440428636863,0.0,2
0.797069564251613,0.9085295234325342,0.8086895594246098,0.8436920063155134,0.7134504866125748,0
0.02340995180979848,0.020615077359886054,0.19003347920678432,0.8106073640400548,0.0,2
0.9940346482557245,0.7969272441306872,0.9847528380345789,0.8830947103905046,0.8309719110863953,0
0.36065255602252577,0.31490707097683146,0.14121800734524204,0.07487449971485717,0.27851938084512085,1
0.6982214794838241,0.9561852647123779,0.8905190411594175,0.7828124109838416,0.6741646993653145,0
0.9458465859629266,0.8717462832571592,0.8179467614895779,0.7960141915598193,0.5868570364764037,0
0.7267115385179356,0.9750632119861395,0.9310395610295696,0.9597374118919246,0.8411963835514409,0
0.7776127923637464,0.6495175263721537,0.7647080020823455,0.803644222992907,0.824603283998729,0
0.711793788674277,0.7494397608563355,0.7070862805273675,0.8972001680224545,0.7117591778351091,0
0.6408491022752361,0.7862474747289341,0.9054865137941877,0.9941845026074729,0.5754581886099535,0
0.9652323403437577,0.8536104580698075,0.7670487842092886,0.898665589052172,0.8168649480229841,0
0.0312693881874533,0.039620454935859584,0.02161856591822582,0.912419335899078,0.0,2
0.013994223186538902,0.001437498098484441,0.18723459985661114,0.9415923619894289,0.0,2
0.9700637867449361,0.7387309131896691,0.7142258267777564,0.8528719670963574,0.5332977282752562,0
0.6628875188579633,0.7816114972040413,0.7254642392865995,0.8757494805734964,0.9286688478376055,0
0.7355005678047817,0.609193036901981,0.7739736940275553,0.9299179061533757,0.7374493686347016,0
0.014069412997634069,0.03962262595224611,0.050259965505717055,0.8289267449941018,0.0,2
0.037350749054701246,0.016327439103144614,0.07412221317555323,0.9781869647300627,0.0,2
0.7217437208818103,0.7521739756667098,0.893175791603277,0.9131453663472996,0.5329509435967315,0
0.7551513691335616,0.9855684679891465,0.8237412583156327,0.9310455501353814,0.764284547014775,0
0.8526785405639721,0.7590422639452366,0.7104410499567559,0.9458370579362707,0.6950552715943081,0
0.3577353589602138,0.2734831100370183,0.15609235668003102,0.11924915676448694,0.15386367283052388,1
0.19819907330598208,0.32998142472380987,0.26588060260377044,0.1413792056090825,0.1458759555686624,1
0.8207164727322633,0.8066914778534284,0.7123557112326864,0.9354360041038514,0.7381717397995744,0
0.6029288738038908,0.9246004378633528,0.8112738611090798,0.7971256374699229,0.7288628823473746,0
0.33843564546266547,0.41335777868458595,0.3661726926545954,0.034538712543515336,0.12572100820835352,1
0.01917757049077176,0.014899780610620656,0.13486310578978047,0.9361778595839869,0.0,2
0.9044957481717468,0.8694068359973741,0.8699803815716439,0.731310097174395,0.76869117707789,0
0.7010334416488527,0.9619142666214393,0.8700246898714539,0.9369948780609261,0.9014626448703291,0
0.9734143633873701,0.9957190704193922,0.845508924146789,0.9585776045607437,0.742006565142366,0
0.027518822695091035,0.04104516158616813,0.1993156840100097,0.8971193628971132,0.0,2
0.0017388980437444803,0.03304012861483715,0.13515163000577401,0.8861338561790733,0.0,2
0.6278675632391563,0.6173681692364525,0.8109342184977912,0.9334241211003337,0.7825062736290884,0
0.7563696354493294,0.7879846054348725,0.80704347299932,0.8646601768188829,0.8855732588144303,0
0.01426403978984625,0.0364011502716487,0.1312497472076036,0.8751661214949368,0.0,2
0.1700365161394406,0.30646852459184637,0.18313965157844947,0.2262373190371158,0.2156982193407688,1
0.34263965984857747,0.483205935094198,0.36584938110014964,0.05428215399023086,0.2711730686851408,1
0.8235085674056202,0.9386179167759019,0.7184342550842608,0.7596766714941077,0.8506550955988175,0
0.8291945685093824,0.6548964669255397,0.7090962281359408,0.8471287568286111,0.8972383421137136,0
0.18150555041932878,0.24705090685712644,0.1768384209289907,0.14664979896943298,0.23631216465191116,1
0.794253835612246,0.846830244939084,0.8796362505830109,0.8731513343889362,0.7209226826667512,0
0.8991495750635661,0.6002065736992378,0.8589169871355474,0.9313527192875073,0.8604323114834884,0
0.3047897911790547,0.2968820835083622,0.17230625295781538,0.0031994290370719433,0.33097115400284804,1
0.9067726139992084,0.8182974399381211,0.7846475913025891,0.8846632460095138,0.8825819470508942,0
0.19841984448535765,0.28541896178313425,0.19029717968419568,0.09234256360939848,0.3769734846396815,1
0.3674337756623717,0.4027299758135153,0.22750715199457305,0.005370819188396059,0.130333710049733,1
0.2641668703821446,0.33145186881174005,0.2990993762028314,0.03644268839070244,0.2778261197507216,1
0.6753860820259058,0.7433239789224719,0.9574592882091248,0.7203428542293472,0.5177550096854384,0
0.7010665520003839,0.9927792830133353,0.9534628786176202,0.789491942136518,0.6191805630071819,0
0.824144745518395,0.9765563841405733,0.7014762520254978,0.9587265559697185,0.6609468248621377,0
0.838211871018457,0.8864022934601545,0.977126793444749,0.7422414691836433,0.7605161642571617,0
0.03264002286797347,0.04095947767663113,0.0012369578114956427,0.806053749908412,0.0,2
0.6421504713469519,0.6252526212096923,0.9324808745949941,0.9705343620012576,0.5629759729388035,0
0.9502477036995218,0.7274063956726979,0.7997749589433039,0.7304370075173927,0.7648495731352627,0
0.7097681585364138,0.9916044501739608,0.7805845637035329,0.8995997918786385,0.691139853971541,0
0.7747851507470466,0.8167177188064852,0.9448891332388132,0.7308650805672421,0.7568360314236269,0
0.8765052871195702,0.9229776688671387,0.7533217418980108,0.9326772497091518,0.8379291701817002,0
0.20155823757103838,0.3947047150326277,0.17814457816936963,0.05673902156454532,0.17371659349247903,1
0.023530977009316164,0.03051284333658463,0.18097983306203932,0.9493526665563271,0.0,2
0.8577564595665246,0.6767344444019892,0.729276687183779,0.8880030191938051,0.9422883442503669,0
0.18505705047016696,0.4465649094001457,0.39613832838315133,0.01212143897231953,0.1722197442429191,1
0.3940138206208341,0.4238716008433343,0.20190429215503497,0.11838708958506595,0.15436761818180617,1
0.6226146463843768,0.9001962011029219,0.7368798316203555,0.837180172293456,0.7608659410922636,0
0.8235621700983248,0.8857961624937437,0.8383333785819813,0.8462872635507777,0.8642630535157947,0
0.8446826571260798,0.8142135128384151,0.9675949400294139,0.8144932945599646,0.9813514354419883,0
0.2714464461867476,0.41224203415794913,0.35147100113962904,0.12472025231904293,0.24958017436955152,1
0.7528099429373195,0.6477431255160073,0.7520477047476257,0.7624074951364438,0.6707560270158825,0
0.16072889541410545,0.2562276090841787,0.18990899959681073,0.20654008961787262,0.32307288509952214,1
0.8413166635234492,0.6452142357263212,0.7995351331586475,0.714054133952158,0.5233768099614359,0
0.6172304168788221,0.9398627547635285,0.7952264699168266,0.9655895834186954,0.5691974565266607,0
0.029394208998770807,0.03716170338567455,0.19174235546014948,0.8507004057023682,0.0,2
0.26991518068810505,0.2750605326562802,0.2559242421727361,0.07181731290893113,0.25314322627147334,1
0.6735461169335122,0.7924102694491619,0.7432979763422152,0.9176376389711888,0.8647561619366682,0
0.02606373770191936,0.014693329695618247,0.17341689922362283,0.875927345367339,0.0,2
0.8886740187546456,0.8770000430899537,0.84524024991004,0.7828884530217248,0.5366843334128752,0
0.8617506265990356,0.8973574854366657,0.9297470064581922,0.8698141259997808,0.918144217764862,0
0.7465844652468079,0.7087044142348846,0.8251626056198522,0.9898494835809258,0.7645594937379347,0
0.9272974828008601,0.6169318344974397,0.8763649446380042,0.9873762397858572,0.5366552119112081,0
0.04340631078771716,0.0003271609592834235,0.12284011526749937,0.8109268936497341,0.0,2
0.8111018952584259,0.7926049235515973,0.8334302762088401,0.9157941557434528,0.8120070842616964,0
0.8294553799383917,0.903585810030569,0.9584880414964756,0.7189230960254699,0.9995314879525179,0
0.793596553158485,0.9785337640715722,0.7664019675376897,0.7926816720402524,0.7483732535013367,0
0.20647575206588495,0.3182944036171589,0.37542400913554497,0.1972853325196632,0.20275142012508413,1
0.04367062324301409,0.043516567499516386,0.14312889468793308,0.8119273208365166,0.0,2
0.9084422340695659,0.8054567449360707,0.9793733248267265,0.7163174858328824,0.5026424200132761,0
0.8878574710126801,0.6124111446682023,0.870129533129082,0.8745376828622765,0.6690414292069766,0
0.3961607561907522,0.37454314934918737,0.4477425347885916,0.033954515405223415,0.27883982016316017,1
0.025226300062830682,0.0449360102454857,0.11076974364097164,0.9965391101125329,0.0,2
0.6239122779155298,0.6983053030847888,0.8362593398479483,0.8129475032450912,0.9784013966253735,0
0.1291279588598131,0.29684818097690097,0.32922083182448697,0.20833407270288667,0.383947279824595,1
0.8588767414185621,0.7223399238051545,0.8950989837894433,0.8175007320689441,0.5547780668798403,0
0.3940947921466479,0.4999557282668823,0.23385135185359804,0.11460936437059319,0.29516013730566926,1
0.8240410832023973,0.9219178851345594,0.830065156605326,0.7388601996459111,0.8172022847987033,0
0.020532896046574822,0.019869636143099667,0.1748159867067699,0.8931146032096241,0.0,2
0.9123240150385972,0.6166279570991564,0.81470014655051,0.9363675891503258,0.8281067292842346,0
0.7135659230004138,0.9827611045687021,0.7776491936580375,0.7702101566954079,0.5900875053707741,0
0.6651170149920053,0.8011017786471254,0.9094478610147576,0.8177326695960639,0.8470549925673874,0
0.9274479223428722,0.6175734525009544,0.7073212799412829,0.816015810428681,0.9933411396598889,0
0.7206257700600349,0.7187355647457392,0.963592719806285,0.7270940382696479,0.5187997110970783,0
0.9896703414466181,0.9970846456409589,0.7396601192308111,0.8748500606404148,0.7989443249841441,0
0.9698220732457733,0.732075391383434,0.7411252380841818,0.91970183584964,0.7862634428901549,0
0.8270833412155594,0.6910306829984523,0.9227176913560318,0.8663526265738325,0.5923624645620431,0
0.6846614512691813,0.8644529716922329,0.8587310367279448,0.9249114778982899,0.6160516408107025,0
0.038002476661525966,0.0462488205610579,0.17991215674759875,0.9044071569597522,0.0,2
0.044176437092173004,0.012280421175426066,0.024972171429004278,0.9418156176159156,0.0,2
0.6294956841698282,0.806951775074816,0.8384187834226065,0.9973567201633389,0.8079990745764003,0
0.6905823872882582,0.7871054029220684,0.7535838100287819,0.8181010446818737,0.7679943168893113,0
0.9810636155492714,0.9264194727229623,0.7177557568008056,0.7165844109254733,0.5825819850507874,0
0.1589019079423759,0.29450869689859327,0.11562484799154737,0.0739021266902405,0.28129909131591274,1
0.9294497712680675,0.9749090656512288,0.8126091471977936,0.7947550036953,0.704073942085026,0
0.21188715931546878,0.4381244314941075,0.2910190049115772,0.00478561258242286,0.2709752221587454,1
0.8290871992424487,0.9712124225974417,0.8736769079920743,0.7274502885035997,0.9376677821705899,0
0.044977317345373954,0.02848703842818024,0.16043959080576783,0.8650283695853256,0.0,2
0.9410554514476671,0.9608426225975024,0.8729984059086131,0.7633979298359919,0.6763331984706065,0
0.9232735500257908,0.8564375376524063,0.7005318926373274,0.8088150412055901,0.5364612087808938,0
0.002924493411118823,0.02030821598437643,0.04129927100406257,0.9222527214028982,0.0,2
0.18302161994405083,0.2469227470719147,0.31979414965734604,0.10993986191669139,0.2702649718157642,1
0.8516076806932615,0.6720725314108764,0.812599471265588,0.7527917391724588,0.8236634916999979,0
0.25120219757372997,0.36063286346319745,0.49005077145220843,0.1516952527527081,0.14455948753985745,1
0.04284999170351085,0.02802005884812523,0.09730521880323224,0.9008692314379031,0.0,2
0.6162466308295613,0.8502929826770773,0.8757893679522977,0.9576753143778086,0.7207326175954956,0
0.04839412058916999,0.022036537497251648,0.07986977529884878,0.9091709679253416,0.0,2
0.735179085239846,0.6256111888702486,0.9790134439547138,0.9893382734088964,0.7399980672828168,0
0.3127886519163824,0.33301257156566744,0.13045299482062045,0.1933368593209395,0.1568766133371021,1
0.04987980923738169,0.023221430233174797,0.18138582234290843,0.9549706947058468,0.0,2
0.9338707536639103,0.9489999781446823,0.7805276162770576,0.8786701522610512,0.6600494228839112,0
0.9996944222097276,0.974697465307981,0.8707330135250204,0.8369082860517683,0.6943263110119262,0
0.2768847151533854,0.3484827579670466,0.3205917420171983,0.26230439859138754,0.35931249877910665,1
0.27361921266197936,0.3840475070448316,0.12959497352425517,0.18514715499113577,0.16513913324689766,1
0.8823481133657538,0.7773391779122278,0.9310559838880573,0.8099779936718066,0.968055060822143,0
0.019112317163730755,0.03359044831392313,0.015851272027614074,0.8601234452037345,0.0,2
0.9794788212246539,0.6931382942269937,0.709399001072752,0.9866277778114894,0.746981885836266,0
0.8943826744880174,0.8418908816352639,0.9884397649552521,0.9947257059459467,0.716598558490708,0
0.31220098109395056,0.35802304873177143,0.42979700583588787,0.2847297041112,0.1926104605235585,1
0.9201601338526398,0.7867234796398843,0.704184087034477,0.7276032294365093,0.7633455272030529,0
0.21230304652600385,0.4063070503458118,0.10170213274620582,0.27485396151095615,0.23443337884679163,1
0.3782243939047347,0.32652167958639206,0.2886893312087365,0.17616672253486299,0.13097956578748182,1
0.9556352320827655,0.9634521786460759,0.7546517647402111,0.91529509328172,0.5312148881719829,0
0.03329535294077368,0.03164432069552172,0.14241360127228458,0.8081729108687663,0.0,2
0.9875535652514846,0.9865573661117419,0.9388013427248383,0.7220052332581954,0.9408008638544231,0
0.8893925156942715,0.715696597359976,0.7179047981812812,0.9637907205098004,0.9195389115391495,0
0.025451028704824102,0.03445172784267445,0.05475839525775583,0.8240979438237852,0.0,2
0.7744689947944422,0.8354117399329427,0.9502775724988233,0.9945568917032639,0.784610575611228,0
0.6246187974157656,0.9600430878788797,0.8479827266873078,0.7642958186264116,0.9390089796583451,0
0.049992869144500025,0.03637610077940381,0.0800146114599784,0.9342512273917435,0.0,2
0.14715036044705132,0.4661695953949908,0.3092158972845632,0.0030997485886147813,0.2829021222697353,1
0.33710341291876744,0.2630633224916148,0.3812481306097639,0.016479265705783352,0.15111952752070715,1
0.8476204990128616,0.9416372995574684,0.8405338435916438,0.8182307610245478,0.5799391465253502,0
0.2484614622180319,0.39012136823860133,0.43001508928760324,0.1250672632801015,0.14233580077733987,1
0.9792468920858995,0.6192941162699256,0.9426239874861604,0.9388800687766364,0.9760166884288237,0
0.23814192407765067,0.46297730828417094,0.2639459840555366,0.12104429977941267,0.20870176675428312,1
0.782389844458479,0.9032817356201881,0.9423480413528362,0.9405748510305457,0.8146450380617765,0
0.9918575924145948,0.888818386663306,0.8404163435871925,0.8350961389551448,0.9844357626233082,0
0.9076404525515048,0.6878010526328211,0.957052552897671,0.7172056947048728,0.7868773540139786,0
0.6392585958072631,0.7289686129807895,0.7482140427354161,0.8902337108870264,0.7057907703146358,0
0.2016359481200133,0.409242122408881,0.14694254290855757,0.2557017655206426,0.11308980222603712,1
0.7430862201648027,0.612666264740014,0.868355344043774,0.8063989128610232,0.834967295496472,0
0.9539699864417139,0.6383314060203463,0.776043755624668,0.7109147399270851,0.9434491990607559,0
0.8956816678676388,0.8134347502260901,0.7473610507735695,0.7619491805678728,0.9110648662264558,0
0.9397385848597164,0.7917403837151302,0.8133989526985338,0.7881896045537571,0.5472743535324387,0
0.004584480082982551,0.0006558819688544604,0.07943438273755005,0.8304964692685207,0.0,2
0.20021213346890054,0.32070006499725306,0.42565494206041643,0.008564894225332563,0.1598456273952506,1
0.9736700042210975,0.8300589249432513,0.8773336433354231,0.8935778286779363,0.5103269531273356,0
0.34263107471562765,0.24970214138075225,0.12256453712944865,0.1594895807338513,0.17669258630335405,1
0.7713607391409003,0.6257340769060572,0.705047983668717,0.899849213669342,0.6417880487108452,0
0.19007361628442643,0.2700651502120328,0.4915377326095066,0.28312369667895526,0.32085193592077366,1
0.012475312470687278,0.048721878838815055,0.09579157806207027,0.9655250939630062,0.0,2
0.13502022741746805,0.23503344383322483,0.2841136525972655,0.22316137415962353,0.2119875055186923,1
0.6208364192229984,0.903881792626225,0.9167831798026842,0.7750311097481685,0.7747399430730715,0
0.9221948517432247,0.6167431511829172,0.8996093997170262,0.8832177311763814,0.6467698796329553,0
0.0134487054824055,0.022666782997472434,0.03721841561110613,0.9584489123918126,0.0,2
0.6439820606259327,0.7446792272200555,0.7973050691478428,0.8377572771207225,0.8626175263063276,0
0.9340673538330342,0.7792209976415956,0.9795906735101816,0.8204514976683799,0.8055691455906582,0
0.18485275016347355,0.4310763201445358,0.30039652339207895,0.06082714029548257,0.25332618381931404,1
0.7932705820514099,0.8440906795735591,0.9979233495159219,0.7953754718746168,0.764929223355998,0
0.37079893227845917,0.42251755003692626,0.3148838614806815,0.01012994505327961,0.35939453591743986,1
0.38649432911064563,0.46139544193453774,0.3003857513602739,0.2707174427160436,0.16404301535271149,1
0.7987180586087381,0.7285571228014139,0.9942006738865752,0.7474415664290441,0.8141190174516846,0
0.32135102011404015,0.28609075234837034,0.47401808263341616,0.1315644369507772,0.2223092688896862,1
0.8287645994903293,0.877421372810039,0.8560855033099892,0.9289056611650734,0.9287293592342062,0
0.7147306821762709,0.6403767591073564,0.7610876006669811,0.9016863757491255,0.6680977076763761,0
0.048067900485464686,0.028599282449697196,0.02999401230512835,0.9946682960155437,0.0,2
0.7779318698497668,0.8092383914757343,0.7527061151289529,0.9792924594491664,0.8196837203262481,0
0.7918987649366699,0.9991836380860641,0.7093002983573214,0.9045149170102532,0.6013955306254166,0
0.6643669464243419,0.8911183957329369,0.8942387361387901,0.8181484240168798,0.538263276574753,0
0.762245856583396,0.6072283565567486,0.8747366577006955,0.8786700761203519,0.9342816951448654,0
0.2931889550482041,0.3605234421564447,0.38276377355476165,0.09098493157873468,0.1852560175336544,1
0.6119451487607716,0.9326275753508521,0.8292621070027875,0.8241540121511554,0.591543777207931,0
0.8662481103343673,0.6704906104679388,0.720383924161249,0.9905747513697194,0.8294847383254205,0
0.03909786278203355,0.048795619189743594,0.0581772107124247,0.9390585495201245,0.0,2
0.31890749289980835,0.4123538154286738,0.22563176882734493,0.16233169980090403,0.16223524224891134,1
0.9835119346266296,0.6243007659795706,0.9191925845938181,0.7698124899405222,0.8148316925635024,0
0.8289392171173775,0.9478641116298776,0.9435912224880108,0.7727523843537173,0.6288963692481546,0
0.010079128635363211,0.027421181508731497,0.020883924101010698,0.9174631370105452,0.0,2
0.9065033928113032,0.6884656167181968,0.8347875446254556,0.9697342238674629,0.9329280471771457,0
0.719971967971546,0.7903501049822433,0.736173846741732,0.7904574032959466,0.500209655931544,0
0.8288480729651958,0.9882176126113676,0.8114953513601582,0.9036435080343725,0.8031617360602396,0
0.6243900422872061,0.9830628624229274,0.9227897437869672,0.8539125865637612,0.9587658720227552,0
0.20344606897506332,0.2774979494336347,0.4924822111261471,0.2684986658308451,0.23827237992392125,1
0.03212876657143952,0.021987363316826172,0.18507580600092544,0.8072739627414052,0.0,2
0.13716530489907316,0.3786018913312511,0.23904820887628336,0.06036337310001458,0.17304108925989353,1
0.9955861187871173,0.7867383788800749,0.7415021816566153,0.8723560450489477,0.5269806979274533,0
0.029299575690679786,0.003763268248832769,0.00812174185316159,0.8411177968446646,0.0,2
0.6487674734127015,0.6274681874399675,0.7965001103881874,0.9525685577669412,0.7628754483611448,0
0.8074270118128629,0.6296780066481514,0.8198778058298445,0.738744545496916,0.7621273134306991,0
0.01677987840792012,0.0070896032666622755,0.0002916726591527974,0.9050451405848158,0.0,2
0.6625059918320789,0.9791284132752063,0.7785246445532283,0.9859393823054907,0.880196226316398,0
0.9416967072470802,0.936760172735704,0.8083364175209304,0.7266069550543877,0.6237516986245415,0
0.208294861052513,0.49632892436094034,0.3438208989145622,0.2826450551956946,0.27339339595263423,1
0.01857627455359692,0.032490195355229574,0.013322604100122915,0.8830960359786103,0.0,2
0.950818874649036,0.952737979489339,0.8910813987978676,0.7114389162169833,0.6924480070312509,0
0.10453175032334563,0.4623092199444819,0.18773793000695496,0.10038714033694258,0.11957821893686571,1
0.8993046695219525,0.6121315259459491,0.8027925280859167,0.7245798312401134,0.7998582533713522,0
0.3924199395811774,0.28082333268354354,0.1970995514397329,0.25581485675329585,0.37116844395521986,1
0.7830968718290541,0.8776693631111536,0.8056520857542283,0.7851593311773938,0.6652831242748469,0
0.3856456238446252,0.27429573741578467,0.47216251642988694,0.25293957207193873,0.1131811062471224,1
0.666653307388623,0.6191880462212161,0.865486887375285,0.9764974357865344,0.5711311032509538,0
0.736312555091015,0.9071212567928524,0.820397847339992,0.8628714400019928,0.8233633554847231,0
0.6981648811929446,0.7951511291895089,0.8441646924432313,0.7908553244063111,0.6086859090681142,0
0.9421138177050796,0.725442357422966,0.9018190826780288,0.9174795099160149,0.964013167366226,0
0.3995527424072953,0.3707144799271108,0.24929290255949,0.012313215165266567,0.2751718004962581,1
0.7711337966647529,0.9924892625467469,0.7891368164346513,0.7919393822650284,0.6179357097522202,0
0.8136819281895797,0.9188377993732469,0.9999192434780869,0.8559251896309775,0.572276842305516,0
0.8659837851300652,0.9000498357733715,0.8344683453284981,0.7356390071339541,0.7618644667255451,0
0.7379539932513584,0.8999734715192498,0.7381955131615673,0.7810043657306175,0.6357786039841307,0
0.8963506229954652,0.6672088095411279,0.8355399322971194,0.9669165585437546,0.7867646229785177,0
0.033385128979234624,0.013939374410984223,0.10394497523060423,0.8852240482757758,0.0,2
0.7906469386620529,0.8741272072622224,0.9257310138959682,0.8464453010681141,0.5968921243945979,0
0.7970170564005562,0.96366719675344,0.9823127485908445,0.8193249957396764,0.8140410697677607,0
0.2020171575608453,0.21597948219670587,0.17575287704729461,0.2167458521726017,0.3075672245184311,1
0.35587661285856353,0.4990579262325023,0.363307713501139,0.1079127571011419,0.3139204990309506,1
0.028587497657785718,0.03451517614937384,0.06673235152162253,0.8714194604450517,0.0,2
0.9177993971484021,0.960136513067898,0.708127448666125,0.7470033657103315,0.5609496343060075,0
0.26988558752713,0.4869423454824372,0.431620679495633,0.26462710217603175,0.208176064233953,1
0.790153132771073,0.8481955584749414,0.9174945480257926,0.8449076166719991,0.6001659948868167,0
0.02578336862539687,0.029347290501686253,0.06361607311767896,0.9537769903319024,0.0,2
0.1884739157024408,0.4284039423319923,0.15115186524900684,0.199039475072235,0.2650450346243668,1
0.010225255077987494,0.043776025145357854,0.11219724429624367,0.837486695254939,0.0,2
0.15925676030135535,0.2377037433730057,0.2740009621075726,0.23330056098963955,0.37957947050488317,1
0.3972543305797491,0.37067288554154526,0.25054603797571207,0.2755232008051752,0.27592315194159917,1
0.0443318390857176,0.04218527385577837,0.043589022906370525,0.8843588626671601,0.0,2
0.7614162160987876,0.9896397396719334,0.7812202538214305,0.9865151328953179,0.7348645228313557,0
0.7203544535244577,0.9184398125531619,0.9963358970142021,0.8190750770969162,0.7617174055090651,0
0.39623293370226353,0.24444011681135847,0.4020238914735744,0.2555952103041209,0.19959562146105098,1
0.6699566723480512,0.7296634598115804,0.8283199830360132,0.8937904760727969,0.8072427330100502,0
0.6106628409373064,0.7651255216719167,0.8190096884029562,0.8193075187372973,0.8418184539409068,0
0.8256832880343328,0.6159739685459357,0.8856994479917579,0.9574580423226886,0.5853025670108747,0
0.7888392233548984,0.8636457077124031,0.7258867224039718,0.7114465181758755,0.7401297319997218,0
0.001487457120437319,0.047782108029138695,0.09705278586395086,0.9794370589070303,0.0,2
0.8899627167086996,0.608310298689896,0.774613272943796,0.9745579756238649,0.7569484863333349,0
0.2719682088062338,0.22056300287344133,0.2151038405409362,0.06362369498503116,0.2353951066851302,1
0.6678648861788149,0.7069184184073998,0.8006551150665362,0.9318000970357566,0.7494412411282223,0
0.38223126008935504,0.27624606065556034,0.34131053750256,0.20550715168744185,0.2777765167264136,1
0.6824205608028813,0.9592140391931706,0.9841697117508451,0.8515715796725712,0.9669564906169343,0
0.824334326398524,0.6590302424462656,0.8180400420654865,0.9976591571798098,0.5437637302903736,0
0.9859557364805532,0.935509897356785,0.919650249121275,0.9433132328127842,0.5827677386283563,0
0.755759371090496,0.7596086909560144,0.7334682173525877,0.7423212951888332,0.7881727578339279,0
